id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
eng_vocab_src_024,英語,英単語,2学期,範囲B,"Online services should protect users' private _____.","information","weapon","grain","mood","ancestor","minister","barrier","candidate",1,"information は「情報」。個人情報保護の文脈です。","IT",3,true
eng_vocab_src_025,英語,英単語,2学期,範囲B,"The platform allows people to _____ ideas instantly.","share","freeze","rent","refuse","breed","suffer","blame","oppose",1,"share は「共有する」。ideas や files とよく使います。","IT",3,true
eng_vocab_src_026,英語,英単語,2学期,範囲B,"The search engine can _____ results by date or topic.","sort","charge","hang","oppose","breed","freeze","suspect","admire",1,"sort は「分類する、並べ替える」。検索結果の整理に合います。","IT",4,true
eng_vocab_src_027,英語,英単語,2学期,範囲C,"The company will _____ more workers if demand rises.","employ","pollute","translate","freeze","decorate","oppose","blame","wander",1,"employ は「雇う」。企業と雇用の文脈です。","経済",4,true
eng_vocab_src_028,英語,英単語,2学期,範囲C,"The bank refused to _____ money to the new business.","lend","pollute","describe","celebrate","attach","wander","observe","argue",1,"lend は「貸す」。銀行が資金を貸す文脈です。","経済",4,true
eng_vocab_src_029,英語,英単語,2学期,範囲C,"The price of fuel can _____ the cost of food delivery.","affect","freeze","hide","rent","admire","oppose","breed","suspect",1,"affect は「影響を及ぼす」。fuel price が delivery cost に影響する文脈です。","環境,経済",4,true
eng_vocab_src_030,英語,英単語,2学期,範囲C,"The store offers a discount to _____ more customers.","attract","freeze","oppose","wander","translate","divide","remove","suspect",1,"attract は「引きつける」。customers を目的語に取りやすい語です。","経済",3,true
eng_vocab_src_031,英語,英単語,3学期,範囲A,"The community decided to _____ reusable bags at local shops.","promote","rent","oppose","freeze","suspect","decorate","suffer","blame",1,"promote は「促進する、推進する」。環境行動を広める文脈です。","環境,経済",4,true
eng_vocab_src_032,英語,英単語,3学期,範囲A,"The new law will _____ companies from dumping waste into rivers.","prevent","celebrate","admire","translate","borrow","emerge","suspect","rent",1,"prevent A from doing は「Aが...するのを防ぐ」。","環境",5,true
eng_vocab_src_033,英語,英単語,3学期,範囲A,"Many cities are trying to _____ to more extreme weather.","adapt","freeze","oppose","blame","rent","celebrate","attach","suspect",1,"adapt to は「...に適応する」。気候変動の文脈で頻出です。","環境",5,true
eng_vocab_src_034,英語,英単語,3学期,範囲A,"The study found a clear _____ between air quality and health.","link","bill","crop","myth","weapon","mood","route","fee",1,"link は「関連、つながり」。between A and B とよく使います。","環境",4,true
eng_vocab_src_035,英語,英単語,3学期,範囲B,"AI tools can _____ routine office tasks.","automate","pollute","rent","blame","freeze","oppose","decorate","wander",1,"automate は「自動化する」。ITと仕事の文脈で重要です。","IT,経済",5,true
eng_vocab_src_036,英語,英単語,3学期,範囲B,"The app uses images to _____ difficult concepts.","illustrate","freeze","rent","oppose","blame","breed","suspect","withdraw",1,"illustrate は「説明する、例示する」。images と相性がよい語です。","IT",4,true
eng_vocab_src_037,英語,英単語,3学期,範囲B,"Users must _____ their password before changing account settings.","confirm","pollute","rent","admire","oppose","breed","freeze","decorate",1,"confirm は「確認する」。認証や設定変更の文脈で使います。","IT",4,true
eng_vocab_src_038,英語,英単語,3学期,範囲B,"Digital maps can _____ the shortest route to a station.","indicate","freeze","oppose","blame","suffer","rent","decorate","borrow",1,"indicate は「示す」。地図やデータが何かを示す文脈です。","IT",4,true
eng_vocab_src_039,英語,英単語,3学期,範囲C,"Higher transport costs may _____ the price of imported goods.","raise","pollute","decorate","freeze","suspect","admire","breed","wander",1,"raise は「上げる」。価格を上げるという文脈です。","経済",4,true
eng_vocab_src_040,英語,英単語,3学期,範囲C,"The company changed its _____ to reach younger customers.","strategy","species","mood","weapon","grain","ancestor","barrier","minister",1,"strategy は「戦略」。business strategy の文脈です。","IT,経済",4,true
