id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
leap_en_0058,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（physical －）体力 ②力,strength,tradition,local,state,hurt,travel,draw,history,1,strength が正解です。意味は「①（physical －）体力 ②力」。,環境,2,true
leap_en_0059,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①（通例 －s）涙〈可算〉 ②（up）～を引き裂く,tear,society,survey,political,injure,pass,join,subject,1,tear が正解です。意味は「①（通例 －s）涙〈可算〉 ②（up）～を引き裂く」。 語源メモ: ゲルマン祖語 terana（引き裂く）。,経済,2,true
leap_en_0060,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①～の味がする ②～の味をみる ③味 ④好み,taste,law,evidence,price,damage,likely,throw,education,1,taste が正解です。意味は「①～の味がする ②～の味をみる ③味 ④好み」。 語源メモ: taste「味わう」。,経済,2,true
leap_en_0061,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①規則 ②～を支配する,rule,ancestor,value,cost,destroy,natural,operate,knowledge,1,rule が正解です。意味は「①規則 ②～を支配する」。,経済,2,true
leap_en_0062,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: 役割,role,population,treasure,sum,ruin,certain,repair,uniform,1,role が正解です。意味は「役割」。 語源メモ: rolle（役者の演じるパートの書かれた巻物）。,経済,2,true
leap_en_0063,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: 習慣，癖,habit,native,fashion,budget,danger,probably,sew,grade,1,habit が正解です。意味は「習慣，癖」。 語源メモ: habere 「持つ、保つ」。,IT,2,true
leap_en_0064,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①習慣 ②（複数形）税関,custom,abroad,public,fee,neighbor,face,raise,senior,1,custom が正解です。意味は「①習慣 ②（複数形）税関」。 語源メモ: com (強意) + suescere （慣れる）。,IT,2,true
leap_en_0065,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: 伝統,tradition,local,vote,fare,audience,avoid,serve,graduate,1,tradition が正解です。意味は「伝統」。 語源メモ: -tion「こと、もの」、tra-「向こう側へ、変換」。,経済,2,true
leap_en_0066,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①社会〈不可算〉 ②（ある具体的な）社会〈可算〉 ③（one's －）～と同席すること ④協会,society,survey,government,bill,crowd,solve,pour,decide,1,society が正解です。意味は「①社会〈不可算〉 ②（ある具体的な）社会〈可算〉 ③（one's －）～と同席すること ④協会」。,環境,2,true
leap_en_0067,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①（the－）（集合的に）法律，国法 ②（個々の）法律 ③（科学などの）法則,law,evidence,nation,trade,author,trouble,spill,judge,1,law が正解です。意味は「①（the－）（集合的に）法律，国法 ②（個々の）法律 ③（科学などの）法則」。,環境,2,true
leap_en_0068,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: 祖先,ancestor,value,capital,wealth,staff,issue,pretend,quit,1,ancestor が正解です。意味は「祖先」。 語源メモ: ante「前に」cess「進む」-or「人、もの」。,経済,2,true
leap_en_0069,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①人口，個体数 ②（一定の地域に住む）住民,population,treasure,state,economy,clerk,cheer,behave,retire,1,population が正解です。意味は「①人口，個体数 ②（一定の地域に住む）住民」。 語源メモ: -ation「すること、するもの」、-tion「こと、もの」、popul「人々」。,IT,2,true
leap_en_0070,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①母国の，その土地の ②（ある土地の）生まれの人,native,fashion,political,company,customer,encourage,bear,review,1,native が正解です。意味は「①母国の，その土地の ②（ある土地の）生まれの人」。 語源メモ: nat「生まれる」ive「性質」＝「生まれたままの」。,経済,2,true
leap_en_0071,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: 海外へ，海外で,abroad,public,price,task,passenger,support,explore,choose,1,abroad が正解です。意味は「海外へ，海外で」。 語源メモ: broad「広い」。,経済,2,true
leap_en_0072,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①その土地の，地元の ②地方の ③ 地元の人,local,vote,cost,earn,elderly,prevent,happen,imagine,1,local が正解です。意味は「①その土地の，地元の ②地方の ③ 地元の人」。,IT,2,true
leap_en_0073,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①調査〈可算〉 ②～を調査する,survey,government,sum,hurt,female,deny,appear,guess,1,survey が正解です。意味は「①調査〈可算〉 ②～を調査する」。 語源メモ: 上から（sur-）全体を見る（video）こと。,経済,2,true
leap_en_0074,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 証拠〈不可算〉,evidence,nation,budget,injure,head,enable,remain,expect,1,evidence が正解です。意味は「証拠〈不可算〉」。 語源メモ: e-（外に）+videre（見える)。,IT,2,true
leap_en_0075,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①価値 ②（複数形）価値観 ③お買い得品〈不可算〉 ④～を重んじる,value,capital,fee,damage,follow,succeed,survive,predict,1,value が正解です。意味は「①価値 ②（複数形）価値観 ③お買い得品〈不可算〉 ④～を重んじる」。 語源メモ: valere「強さがある」「価値がある」。,経済,2,true
leap_en_0076,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①財宝，宝 ②大事な物［人］ ③（思い出など）を大事にする,treasure,state,fare,destroy,wander,miss,belong,remember,1,treasure が正解です。意味は「①財宝，宝 ②大事な物［人］ ③（思い出など）を大事にする」。 語源メモ: thesauros（貯蔵するための建物、転じて宝物）。,経済,2,true
leap_en_0077,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①流行 ②流儀，やり方 ③（手などで）～を作る,fashion,political,bill,ruin,travel,fail,represent,remind,1,fashion が正解です。意味は「①流行 ②流儀，やり方 ③（手などで）～を作る」。 語源メモ: 形づくられた（factus）こと（-io）。,環境,2,true
leap_en_0078,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①（the －）大衆 ②公の，公共の,public,price,trade,danger,pass,mistake,base,realize,1,public が正解です。意味は「①（the －）大衆 ②公の，公共の」。 語源メモ: ?populus（人々）＋-icus（～の）。,環境,2,true
leap_en_0079,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: ①投票（数） ②投票する,vote,cost,wealth,neighbor,likely,check,include,appreciate,1,vote が正解です。意味は「①投票（数） ②投票する」。 語源メモ: voveo（神へ捧げる）。,経済,2,true
leap_en_0080,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: 政府,government,sum,economy,audience,natural,hide,contain,accept,1,government が正解です。意味は「政府」。 語源メモ: govern「統治する」、-ment「こと」、ment「考える、心、思い」。,IT,2,true
leap_en_0081,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①国家 ②（the －） 国民,nation,budget,company,crowd,certain,draw,own,consider,1,nation が正解です。意味は「①国家 ②（the －） 国民」。 語源メモ: -ation「すること、するもの」、-tion「こと、もの」。,IT,2,true
leap_en_0082,英語,英単語 LEAP 英訳,1学期,範囲B,次の意味に最も近い英単語を選びなさい: ①首都 ②資本 ③重大な，死に値する,capital,fee,task,author,probably,join,share,mind,1,capital が正解です。意味は「①首都 ②資本 ③重大な，死に値する」。 語源メモ: capus （頭）。,経済,2,true
leap_en_0083,英語,英単語 LEAP 英訳,1学期,範囲C,次の意味に最も近い英単語を選びなさい: ①州 ②状態 ③国家 ④（意見，情報）を述べる,state,fare,earn,staff,face,throw,collect,wonder,1,state が正解です。意味は「①州 ②状態 ③国家 ④（意見，情報）を述べる」。 語源メモ: state「立つ」。,経済,2,true
leap_en_0084,英語,英単語 LEAP 英訳,1学期,範囲D,次の意味に最も近い英単語を選びなさい: 政治的な，政治の,political,bill,hurt,clerk,avoid,operate,gather,seem,1,political が正解です。意味は「政治的な，政治の」。 語源メモ: ?politicus（市民政治の）＋al （politikos（市民の）→polis（都市））。,IT,2,true
leap_en_0085,英語,英単語 LEAP 英訳,1学期,範囲E,次の意味に最も近い英単語を選びなさい: ①価格 ②（複数形）物価 ③代償,price,trade,injure,customer,solve,repair,history,compare,1,price が正解です。意味は「①価格 ②（複数形）物価 ③代償」。,経済,2,true
leap_en_0086,英語,英単語 LEAP 英訳,1学期,範囲A,次の意味に最も近い英単語を選びなさい: ①（費用）を要する，～がかかる ②～を犠牲にする ③費用，犠牲,cost,wealth,damage,passenger,trouble,sew,subject,concentrate,1,cost が正解です。意味は「①（費用）を要する，～がかかる ②～を犠牲にする ③費用，犠牲」。,経済,2,true
