id,subject,unit,largeCategory,middleCategory,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
target1900_ja_0045,英語,英単語 Target1900 和訳,基礎,,research,（～についての）研究，調査（into / on / in）,（生物の）種；種類,話題；科目；主題；被験者,共通の；普通の；一般の,を解く，解明する；（困難など）を解決する,減少する；衰退する；を断る,収入；所得,を試みる，企てる,1,research は「（～についての）研究，調査（into / on / in）」という意味で使われます。,IT,2,true
target1900_ja_0046,英語,英単語 Target1900 和訳,基礎,,cause,原因；理由；大義,考え；思考,計画；事業；研究計画,確信して；確かな；ある；一定の,起こる；心に浮かぶ；現れる,を妨げる；を防ぐ,態度；考え方，心構え,を促進する；〔通例受身形で〕昇進する,1,cause は「原因；理由；大義」という意味で使われます。,IT,2,true
target1900_ja_0047,英語,英単語 Target1900 和訳,基礎,,reason,理由；（...する）根拠（to do）；理性；分別,知識；知っていること；認識,質；特質,似ている，類似した；同様の,と主張する；議論する,苦しむ；患う；（苦痛など）を経験する,用地，場所；跡地；（ウェブ）サイト,を稼ぐ；を得る；をもたらす,1,reason は「理由；（...する）根拠（to do）；理性；分別」という意味で使われます。,環境,2,true
target1900_ja_0048,英語,英単語 Target1900 和訳,基礎,,effect,影響，効果；結果,記憶（力）；（～の）思い出（of）,役割；（俳優などの）役,最近の,と主張する；を（自分のものとして）要求する,を切り抜けて生き残る；より長生きする；生き延びる,（物事の）側面；観点；様相,を団結させる；（を）結合する；団結する,1,effect は「影響，効果；結果」という意味で使われます。,環境,2,true
target1900_ja_0049,英語,英単語 Target1900 和訳,基礎,,influence,影響（力）,実践，実行；（社会の）慣習；練習,（専門）用語；〔～s〕条件；〔～s〕間柄；学期,主要な；大きい（ほうの）；長調の,を表す，述べる,を出版する；を公表する,構造；体系；構造物,に食べ物［乳］を与える；に（～を）供給［補給］する（with）；餌を食べる,1,influence は「影響（力）」という意味で使われます。,経済,2,true
target1900_ja_0050,英語,英単語 Target1900 和訳,基礎,,situation,状況；（人の置かれた）立場,利益，恩恵；給付金,声明；主張；明細書,忍耐強い；勤勉な,を引き出す；を引く；を描く；近づく,機会,習慣，癖,を追い求める；（助けなど）を要請する,1,situation は「状況；（人の置かれた）立場」という意味で使われます。,経済,2,true
target1900_ja_0051,英語,英単語 Target1900 和訳,基礎,,environment,環境,学説；理論；原理；推測,材料，素材；資料；生地,特定の；特別の；（～について）やかましい（about）,を浪費する，無駄にする,（課せられた）仕事，作業；課題；タスク,関連，つながり；（2地点を結ぶ）交通手段；リンク,に気づく；を観察する；を遵守する,1,environment は「環境」という意味で使われます。,環境,2,true
target1900_ja_0052,英語,英単語 Target1900 和訳,基礎,,skill,技能；熟練,問題（点）；発行（物）；発表,証拠,身体の；物質的な；物理学の,を進歩させる；を進める；進歩する；進む,産業；勤勉,（具体的な）例，実例；（特定の）場合,を明らかにする；を見せる,1,skill は「技能；熟練」という意味で使われます。,環境,2,true
target1900_ja_0053,英語,英単語 Target1900 和訳,基礎,,matter,事柄；問題；〔～s〕事態；〔the ～〕困難；物質,（～を対象とする）実験（on）,（～の）源，根源（of）；出所，情報源,さまざまな；いくつかの,を広める；広がる,（情報伝達の）媒体；手段,肯定的な；積極的な；確信して；（検査結果が）陽性の,と推定する；を見積もる；を評価する,1,matter は「事柄；問題；〔～s〕事態；〔the ～〕困難；物質」という意味で使われます。,経済,2,true
target1900_ja_0054,英語,英単語 Target1900 和訳,基礎,,view,（～についての）見解（on / about）；（～に対する）（特定の）見方（of）；眺め,記事；条項；品物,（共同）社会，～界；地域社会；地域住民,手に入る；利用できる；手が空いている,を準備する；を調理する；（～のために）準備をする（for）,経済（状態）；経済圏；節約,否定的な；消極的な；（検査結果が）陰性の,を反映する；（を）反射する；（を）熟考する,1,view は「（～についての）見解（on / about）；（～に対する）（特定の）見方（of）；眺め」という意味で使われます。,経済,2,true
target1900_ja_0055,英語,英単語 Target1900 和訳,基礎,,value,価値；価格；評価；〔～s〕価値観,焦点；関心の的,科学技術；応用技術,出生地の；原産の；生得の,を獲得する；（を）増す,政策，方針；（個人の）主義,複雑な；複合（体）の,を引きつける,1,value は「価値；価格；評価；〔～s〕価値観」という意味で使われます。,経済,2,true
target1900_ja_0056,英語,英単語 Target1900 和訳,基礎,,species,（生物の）種；種類,話題；科目；主題；被験者,文化；教養；耕作；養殖；培養,政治（上）の,を達成する；を成し遂げる,説明；勘定；口座,現在の；現代の；通用している,減少する；を減らす,1,species は「（生物の）種；種類」という意味で使われます。,環境,2,true
target1900_ja_0057,英語,英単語 Target1900 和訳,基礎,,thought,考え；思考,計画；事業；研究計画,（～に）適切な（for / to）,予定された；（支払）期日で；しかるべき,を確立する；を設立する,貿易；商売，取引,精神の；知能の；頭の中で行う,を無視する,1,thought は「考え；思考」という意味で使われます。,環境,2,true
target1900_ja_0058,英語,英単語 Target1900 和訳,基礎,,knowledge,知識；知っていること；認識,質；特質,ありそうな,空白の；無表情な；がらんとした,を供給する,模範；モデル；模型；型,特定の；明確な，具体的な；（～に）特有の（to）,（と）合う；に匹敵する；一致する,1,knowledge は「知識；知っていること；認識」という意味で使われます。,環境,2,true
target1900_ja_0059,英語,英単語 Target1900 和訳,基礎,,memory,記憶（力）；（～の）思い出（of）,役割；（俳優などの）役,可能な；可能性のある,古代の；昔からの,と思う；と仮定する,数字；姿；人物；図表,重要な，重大な；意義深い,を定義する；を明確にする,1,memory は「記憶（力）；（～の）思い出（of）」という意味で使われます。,経済,2,true
target1900_ja_0060,英語,英単語 Target1900 和訳,基礎,,practice,実践，実行；（社会の）慣習；練習,（専門）用語；〔～s〕条件；〔～s〕間柄；学期,個々の；個人の,正しい；適切な,（を）行う；（を）演じる，（を）演奏する,細胞；独房；電池,（～に）必要不可欠な（to / for）；本質的な,適応する；を（～に）適合させる（to）,1,practice は「実践，実行；（社会の）慣習；練習」という意味で使われます。,環境,2,true
target1900_ja_0061,英語,英単語 Target1900 和訳,基礎,,benefit,利益，恩恵；給付金,声明；主張；明細書,公の；公衆の；公開の,～にもかかわらず,のほうを好む,印象，イメージ；画像；像,公用の；公式の；役所の,貢献する，一因となる；（を）寄付する；（を）寄稿する,1,benefit は「利益，恩恵；給付金」という意味で使われます。,経済,2,true
target1900_ja_0062,英語,英単語 Target1900 和訳,基礎,,theory,学説；理論；原理；推測,材料，素材；資料；生地,共通の；普通の；一般の,に気づく,を決定する；を正確に知る,感情，情動；感動,財政（上）の；財界の,（を）交換する；両替する,1,theory は「学説；理論；原理；推測」という意味で使われます。,IT,2,true
target1900_ja_0063,英語,英単語 Target1900 和訳,基礎,,issue,問題（点）；発行（物）；発表,証拠,確信して；確かな；ある；一定の,言及する，関連する；参照する,を扱う；を治療する,ストレス；圧力；強調,学問の；大学の,を示す；を発揮する；を展示［陳列］する,1,issue は「問題（点）；発行（物）；発表」という意味で使われます。,IT,2,true
target1900_ja_0064,英語,英単語 Target1900 和訳,基礎,,experiment,（～を対象とする）実験（on）,（～の）源，根源（of）；出所，情報源,似ている，類似した；同様の,に近づく；に取り組む,を証明する；判明する，わかる,10年間,気づいて，知って,反応する；答える,1,experiment は「（～を対象とする）実験（on）」という意味で使われます。,環境,2,true
target1900_ja_0065,英語,英単語 Target1900 和訳,基礎,,article,記事；条項；品物,（共同）社会，～界；地域社会；地域住民,最近の,かなと思う；（に）驚く（at）,を適用［応用］する；申し込む；（～に）適用される（to / in）,範囲；射程距離；（同類の）組,（...する）に値する（doing）；の価値がある,を隠す；隠れる,1,article は「記事；条項；品物」という意味で使われます。,経済,2,true
target1900_ja_0066,英語,英単語 Target1900 和訳,基礎,,focus,焦点；関心の的,科学技術；応用技術,主要な；大きい（ほうの）；長調の,（を）想像する；（を）推測する,に言及する；と言う,性格，個性；特徴；登場人物；文字,潜在的な；可能性を秘めた,ではないと思う；を疑う,1,focus は「焦点；関心の的」という意味で使われます。,IT,2,true
target1900_ja_0067,英語,英単語 Target1900 和訳,基礎,,subject,話題；科目；主題；被験者,文化；教養；耕作；養殖；培養,忍耐強い；勤勉な,を識別できる；を認める,（～と）情報交換をする（with）；を伝達する,利点；優勢；有利,積極的な；活動的な；効力のある,を取り除く；を解雇する,1,subject は「話題；科目；主題；被験者」という意味で使われます。,経済,2,true
target1900_ja_0068,英語,英単語 Target1900 和訳,基礎,,project,計画；事業；研究計画,（～に）適切な（for / to）,特定の；特別の；（～について）やかましい（about）,を解く，解明する；（困難など）を解決する,を含む；を収容する；（感情など）を抑える,句；成句；言葉遣い,デジタル方式の；デジタル［数字］表示の,（ねじなど）を巻く；（道などが）曲がりくねる；巻きつく,1,project は「計画；事業；研究計画」という意味で使われます。,環境,2,true
target1900_ja_0069,英語,英単語 Target1900 和訳,基礎,,quality,質；特質,ありそうな,身体の；物質的な；物理学の,起こる；心に浮かぶ；現れる,と連絡を取る；接触する,損害，損傷；〔～s〕損害賠償金,可動［移動］式の；流動性のある,を当然のことと思う，と仮定する；（権力など）を手に入れる；（責任など）を引き受ける,1,quality は「質；特質」という意味で使われます。,環境,2,true
target1900_ja_0070,英語,英単語 Target1900 和訳,基礎,,role,役割；（俳優などの）役,可能な；可能性のある,さまざまな；いくつかの,と主張する；議論する,を見なす；を見る；を評価する,影響；（激しい）衝突；衝撃（力）,斬新な，目新しい,くつろぐ；緩む；をくつろがせる；を緩める,1,role は「役割；（俳優などの）役」という意味で使われます。,経済,2,true
target1900_ja_0071,英語,英単語 Target1900 和訳,基礎,,term,（専門）用語；〔～s〕条件；〔～s〕間柄；学期,個々の；個人の,手に入る；利用できる；手が空いている,と主張する；を（自分のものとして）要求する,を尊敬する；を尊重する,方法；体系；秩序,柔軟な；プラスチックの，ビニールの,を満足させる；（条件など）を満たす,1,term は「（専門）用語；〔～s〕条件；〔～s〕間柄；学期」という意味で使われます。,経済,2,true
target1900_ja_0072,英語,英単語 Target1900 和訳,基礎,,statement,声明；主張；明細書,公の；公衆の；公開の,出生地の；原産の；生得の,を表す，述べる,捜す；を捜索する；を詳しく調べる,〔通例～s〕資源；〔通例～s〕資金；才覚,化学の，化学的な,を強く望む,1,statement は「声明；主張；明細書」という意味で使われます。,環境,2,true
target1900_ja_0073,英語,英単語 Target1900 和訳,基礎,,material,材料，素材；資料；生地,共通の；普通の；一般の,政治（上）の,を引き出す；を引く；を描く；近づく,をつなぐ；を関連づける,地域；領域；部位,必要な,（～に）成功する（in）；（～を）継承する（to）,1,material は「材料，素材；資料；生地」という意味で使われます。,IT,2,true
target1900_ja_0074,英語,英単語 Target1900 和訳,基礎,,evidence,証拠,確信して；確かな；ある；一定の,予定された；（支払）期日で；しかるべき,を浪費する，無駄にする,減少する；衰退する；を断る,薬；医学,結局（は）,概念；考え；（商品・販売の）コンセプト,1,evidence は「証拠」という意味で使われます。,IT,2,true
target1900_ja_0075,英語,英単語 Target1900 和訳,基礎,,source,（～の）源，根源（of）；出所，情報源,似ている，類似した；同様の,空白の；無表情な；がらんとした,を進歩させる；を進める；進歩する；進む,を妨げる；を防ぐ,〔～s〕詳細（な情報），細部,を特定する；を（～と）同一視する（with）,流行，ファッション；方法，流儀,1,source は「（～の）源，根源（of）；出所，情報源」という意味で使われます。,環境,2,true
target1900_ja_0076,英語,英単語 Target1900 和訳,基礎,,community,（共同）社会，～界；地域社会；地域住民,最近の,古代の；昔からの,を広める；広がる,苦しむ；患う；（苦痛など）を経験する,特徴；〔通例～s〕顔つき；特集記事［番組］,を表す；を代表する；に相当する,装置，機器；方策；デバイス,1,community は「（共同）社会，～界；地域社会；地域住民」という意味で使われます。,IT,2,true
