id,subject,unit,largeCategory,middleCategory,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
target1900_0027,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を避ける,avoid,mark,idea,skill,subject,similar,argue,decline,1,avoid が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0028,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を関連づける；（～に）関連する（to）,relate,challenge,accord,matter,project,recent,claim,prevent,1,relate が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0029,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: に気づく；を実現する,realize,depend,company,view,quality,major,express,suffer,1,realize が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0030,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を奨励する；を励ます（⇔ discourage ⇒ 706）,encourage,object,interest,value,role,patient,draw,survive,1,encourage が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0031,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を比較する；を（～に）たとえる（to）,compare,demand,research,species,term,particular,waste,publish,1,compare が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0032,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を測る；を（比較して）評価する,measure,found,cause,thought,statement,physical,advance,opportunity,1,measure が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0033,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 存在する；生存する,exist,complete,reason,knowledge,material,various,spread,task,1,exist が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0034,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: に印をつける；を（記号で）示す；に汚れをつける,mark,idea,effect,memory,evidence,available,prepare,industry,1,mark が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0035,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: に異議を唱える；（人）に挑む,challenge,accord,influence,practice,source,native,gain,medium,1,challenge が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0036,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 頼る；～次第である,depend,company,situation,benefit,community,political,achieve,economy,1,depend が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0037,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 反対する；（...）と言って反対する（that節）,object,interest,environment,theory,technology,due,establish,policy,1,object が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0038,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を要求する,demand,research,skill,issue,culture,blank,supply,account,1,demand が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0039,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を設立する；（理論など）を（～に基づいて）築く（on）,found,cause,matter,experiment,appropriate,ancient,suppose,trade,1,found が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0040,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を完成させる，仕上げる,complete,reason,view,article,likely,correct,perform,model,1,complete が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0041,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 考え，思いつき；理解；見解；概念,idea,effect,value,focus,possible,despite,prefer,figure,1,idea が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0042,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 一致；合意，協定,accord,influence,species,subject,individual,notice,determine,cell,1,accord が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0043,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 会社；〔集合的に〕仲間；（仲間と）一緒にいること；一座,company,situation,thought,project,public,refer,treat,image,1,company が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0044,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 興味；利子；利害,interest,environment,knowledge,quality,common,approach,prove,emotion,1,interest が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0045,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （～についての）研究，調査（into / on / in）,research,skill,memory,role,certain,wonder,apply,stress,1,research が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0046,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 原因（⇔ effect ⇒ 48）；理由；大義,cause,matter,practice,term,similar,imagine,mention,decade,1,cause が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0047,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 理由；（...する）根拠（to do）；理性；分別,reason,view,benefit,statement,recent,recognize,communicate,range,1,reason が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0048,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 影響，効果；結果,effect,value,theory,material,major,solve,contain,character,1,effect が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0049,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 影響（力）,influence,species,issue,evidence,patient,occur,contact,advantage,1,influence が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0050,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 状況；（人の置かれた）立場,situation,thought,experiment,source,particular,argue,regard,phrase,1,situation が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0051,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 環境（≒ surroundings）,environment,knowledge,article,community,physical,claim,respect,damage,1,environment が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0052,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 技能；熟練,skill,memory,focus,technology,various,express,search,impact,1,skill が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0053,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 事柄；問題；〔～s〕事態；〔the ～〕困難；物質,matter,practice,subject,culture,available,draw,connect,method,1,matter が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0054,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （～についての）見解（on / about）；（～に対する）（特定の）見方（of）；眺め,view,benefit,project,appropriate,native,waste,decline,resource,1,view が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0055,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 価値；価格；評価；〔～s〕価値観,value,theory,quality,likely,political,advance,prevent,region,1,value が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0056,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （生物の）種；種類,species,issue,role,possible,due,spread,suffer,medicine,1,species が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0057,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 考え；思考,thought,experiment,term,individual,blank,prepare,survive,detail,1,thought が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0058,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 知識；知っていること；認識,knowledge,article,statement,public,ancient,gain,publish,feature,1,knowledge が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0059,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 記憶（力）；（～の）思い出（of）,memory,focus,material,common,correct,achieve,opportunity,function,1,memory が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0060,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 実践，実行；（社会の）慣習；練習,practice,subject,evidence,certain,despite,establish,task,access,1,practice が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0061,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 利益，恩恵；給付金,benefit,project,source,similar,notice,supply,industry,item,1,benefit が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0062,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 学説；理論；原理；推測,theory,quality,community,recent,refer,suppose,medium,income,1,theory が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0063,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 問題（点）；発行（物）；発表,issue,role,technology,major,approach,perform,economy,attitude,1,issue が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0064,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （～を対象とする）実験（on）,experiment,term,culture,patient,wonder,prefer,policy,site,1,experiment が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0065,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 記事；条項；品物,article,statement,appropriate,particular,imagine,determine,account,aspect,1,article が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0066,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 焦点；関心の的,focus,material,likely,physical,recognize,treat,trade,structure,1,focus が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0067,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 話題；科目；主題；被験者,subject,evidence,possible,various,solve,prove,model,habit,1,subject が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0068,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 計画；事業；研究計画,project,source,individual,available,occur,apply,figure,link,1,project が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0069,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 質（⇔ quantity ⇒ 471）；特質,quality,community,public,native,argue,mention,cell,instance,1,quality が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0070,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 役割；（俳優などの）役,role,technology,common,political,claim,communicate,image,positive,1,role が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0071,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （専門）用語；〔～s〕条件；〔～s〕間柄；学期,term,culture,certain,due,express,contain,emotion,negative,1,term が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0072,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 声明；主張；明細書,statement,appropriate,similar,blank,draw,contact,stress,complex,1,statement が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0073,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 材料，素材；資料；生地,material,likely,recent,ancient,waste,regard,decade,current,1,material が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0074,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 証拠,evidence,possible,major,correct,advance,respect,range,mental,1,evidence が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0075,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （～の）源，根源（of）；出所，情報源,source,individual,patient,despite,spread,search,character,specific,1,source が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0076,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （共同）社会，～界；地域社会；地域住民,community,public,particular,notice,prepare,connect,advantage,significant,1,community が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0077,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 科学技術；応用技術,technology,common,physical,refer,gain,decline,phrase,essential,1,technology が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0078,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 文化；教養；耕作；養殖；培養,culture,certain,various,approach,achieve,prevent,damage,official,1,culture が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0079,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （～に）適切な（for / to）,appropriate,similar,available,wonder,establish,suffer,impact,financial,1,appropriate が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0080,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: ありそうな（⇔ unlikely ありそうもない）,likely,recent,native,imagine,supply,survive,method,academic,1,likely が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0081,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 可能な；可能性のある,possible,major,political,recognize,suppose,publish,resource,aware,1,possible が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0082,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 個々の；個人の,individual,patient,due,solve,perform,opportunity,region,worth,1,individual が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0083,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 公の（⇔ private 私的な）；公衆の；公開の,public,particular,blank,occur,prefer,task,medicine,potential,1,public が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0084,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 共通の；普通の；一般の,common,physical,ancient,argue,determine,industry,detail,active,1,common が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0085,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 確信して；確かな；ある；一定の,certain,various,correct,claim,treat,medium,feature,digital,1,certain が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0086,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 似ている，類似した；同様の,similar,available,despite,express,prove,economy,function,mobile,1,similar が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0087,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 最近の,recent,native,notice,draw,apply,policy,access,novel,1,recent が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0088,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 主要な；大きい（ほうの）；長調の,major,political,refer,waste,mention,account,item,plastic,1,major が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0089,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 忍耐強い；勤勉な,patient,due,approach,advance,communicate,trade,income,chemical,1,patient が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0090,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 特定の；特別の；（～について）やかましい（about）,particular,blank,wonder,spread,contain,model,attitude,necessary,1,particular が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0091,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 身体の（⇔ mental ⇒ 183）；物質的な；物理学の,physical,ancient,imagine,prepare,contact,figure,site,eventually,1,physical が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0092,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: さまざまな；いくつかの,various,correct,recognize,gain,regard,cell,aspect,identify,1,various が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0093,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 手に入る；利用できる；手が空いている,available,despite,solve,achieve,respect,image,structure,represent,1,available が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0094,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 出生地の；原産の；生得の,native,notice,occur,establish,search,emotion,habit,indicate,1,native が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0095,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 政治（上）の,political,refer,argue,supply,connect,stress,link,manage,1,political が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0096,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 予定された；（支払）期日で；しかるべき,due,approach,claim,suppose,decline,decade,instance,attend,1,due が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0097,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 空白の；無表情な；がらんとした,blank,wonder,express,perform,prevent,range,positive,maintain,1,blank が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0098,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 古代の；昔からの,ancient,imagine,draw,prefer,suffer,character,negative,survey,1,ancient が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0099,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 正しい；適切な,correct,recognize,waste,determine,survive,advantage,complex,replace,1,correct が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0100,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: ～にもかかわらず（≒ in spite of）,despite,solve,advance,treat,publish,phrase,current,sort,1,despite が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0101,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: に気づく,notice,occur,spread,prove,opportunity,damage,mental,conduct,1,notice が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0102,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 言及する，関連する；参照する,refer,argue,prepare,apply,task,impact,specific,associate,1,refer が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0103,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: に近づく；に取り組む,approach,claim,gain,mention,industry,method,significant,attempt,1,approach が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0104,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: かなと思う；（に）驚く（at）,wonder,express,achieve,communicate,medium,resource,essential,promote,1,wonder が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0105,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: （を）想像する；（を）推測する,imagine,draw,establish,contain,economy,region,official,earn,1,imagine が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0106,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を識別できる；を認める,recognize,waste,supply,contact,policy,medicine,financial,unite,1,recognize が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0107,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を解く，解明する；（困難など）を解決する,solve,advance,suppose,regard,account,detail,academic,feed,1,solve が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0108,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: 起こる；心に浮かぶ；現れる,occur,spread,perform,respect,trade,feature,aware,seek,1,occur が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,環境,2,true
target1900_0109,英語,英単語 Target1900,基礎,,"次の意味に最も近い英単語を選びなさい: と主張する（≒ claim ⇒ 110, maintain ⇒ 206）；議論する",argue,prepare,prefer,search,model,function,worth,observe,1,argue が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
target1900_0110,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: と主張する；を（自分のものとして）要求する,claim,gain,determine,connect,figure,access,potential,reveal,1,claim が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,経済,2,true
target1900_0111,英語,英単語 Target1900,基礎,,次の意味に最も近い英単語を選びなさい: を表す，述べる,express,achieve,treat,decline,cell,item,active,estimate,1,express が正解です。意味の中心を確認し、例文の中で使えるようにしましょう。,IT,2,true
